0x0-0 |(0.59784406,0.34898400)(-0.39294493,0.09090890)|0.00000006|
0x1-0 |(0.88153982,0.55343360)(0.29700714,-0.50360548)|0.00000022|
0x2-0 |(0.23443978,0.77782631)(0.29583231,-0.50033230)|0.00000048|
0x3-0 |(0.38595122,0.66528237)(0.72513843,-0.54197007)|0.00000004|
0x4-0 |(0.50447887,0.59210849)(0.53639263,-0.57412636)|0.00000000|
0x5-0 |(0.63524097,0.54609287)(0.32722944,-0.52866554)|0.00000000|
0x6-0 |(0.51574850,0.56888640)(0.18237957,-0.28355157)|0.00000000|
0x7-0 |(0.53036857,0.46528497)(0.11989891,-0.20118490)|0.00000000|
0x8-0 |(0.56929833,0.38823953)(0.29040593,-0.11294556)|0.00000000|
0x9-0 |(0.51265091,0.41342229)(0.15710336,-0.16215558)|0.00000000|
0x10-0 |(0.53527886,0.41419277)(0.06905167,-0.13942423)|0.00000000|
0x11-0 |(0.49708861,0.44439876)(0.12169822,-0.20485932)|0.00000000|
0x12-0 |(0.36780706,0.51872170)(-0.03962905,-0.15367785)|0.00000000|
0x13-0 |(0.34365380,0.58340096)(-0.20916268,-0.17831649)|0.00000000|
0x14-0 |(0.49149394,0.57176179)(0.07195063,-0.23403011)|0.00000000|
0x15-0 |(0.39535549,0.54459763)(0.02531230,-0.65282357)|0.00000011|
0x16-0 |(0.55757922,0.58706141)(-0.26122016,-0.42081439)|0.00000002|
0x17-0 |(0.54138267,0.75780714)(-0.63392532,-0.39367348)|0.00000001|
0x18-0 |(0.02217675,0.89032674)(0.14930955,-0.30692053)|0.00000015|
1x0-0 |(0.82819033,0.63081509)(-0.58984035,-0.20157988)|0.00000012|
1x1-0 |(0.49525186,0.79851276)(-0.11441603,-0.16696920)|0.00000027|
1x2-0 |(0.20402431,0.53763294)(0.02313406,-0.02806087)|0.00000018|
1x3-0 |(0.49090877,0.40828788)(0.07456006,-0.37468183)|0.00000000|
1x4-0 |(0.46530920,0.30808759)(0.09806205,-0.28024662)|0.00000000|
1x5-0 |(0.75271600,0.36292040)(0.11785080,-0.10147752)|0.00000000|
1x6-0 |(0.31632140,0.44626072)(-0.02208843,-0.01100655)|0.00000000|
1x7-0 |(0.47212183,0.39305875)(0.19131634,-0.06203785)|0.00000000|
1x8-0 |(0.49186748,0.44316596)(0.35717174,0.04343363)|0.00000000|
1x9-0 |(0.52503192,0.54353976)(0.10063340,-0.06633765)|0.00000000|
1x10-0 |(0.48830026,0.54032636)(0.00921109,-0.08823489)|0.00000000|
1x11-0 |(0.53845030,0.52634794)(0.05822983,-0.10941248)|0.00000000|
1x12-0 |(0.39176601,0.48131564)(-0.08314509,-0.07933401)|0.00000000|
1x13-0 |(0.40555176,0.40043741)(-0.09700721,0.00671905)|0.00000000|
1x14-0 |(0.43262413,0.53503126)(-0.20035431,-0.00628857)|0.00000000|
1x15-0 |(0.48447931,0.55522639)(-0.15757030,0.33169228)|0.00000009|
1x16-0 |(0.26013419,0.38224038)(-0.40792462,0.19651076)|0.00000124|
1x17-0 |(0.73305637,0.77807093)(-0.61646390,-0.05798312)|0.00000029|
1x18-0 |(0.25965583,0.87582928)(-0.67968369,-0.63686025)|0.00000000|
2x0-0 |(0.40122458,0.46869949)(-0.46604308,-0.37428534)|0.00000005|
2x1-0 |(0.39032742,0.18187682)(0.15178007,-0.20298614)|0.00000008|
2x2-0 |(0.32675451,0.62265444)(0.00420083,-0.23042227)|0.00000000|
2x3-0 |(0.45678803,0.55478966)(-0.28089842,-0.01692278)|0.00000000|
2x4-0 |(0.35683176,0.56120145)(-0.13865837,0.17523640)|0.00000000|
2x5-0 |(0.63160455,0.48659444)(0.02870879,0.03782925)|0.00000000|
2x6-0 |(0.29782933,0.58200014)(-0.10041285,0.05062695)|0.00000000|
2x7-0 |(0.46949574,0.48931780)(0.22156116,-0.12100928)|0.00000000|
2x8-0 |(0.48993808,0.51537597)(0.38141167,0.03225780)|0.00000000|
2x9-0 |(0.51348901,0.46731147)(0.24804756,0.01528137)|0.00000000|
2x10-0 |(0.41676244,0.48239300)(0.14378791,-0.02029717)|0.00000000|
2x11-0 |(0.45334676,0.52028209)(0.06116480,-0.04187339)|0.00000001|
2x12-0 |(0.26941696,0.51537877)(-0.01367542,0.07271563)|0.00000000|
2x13-0 |(0.33904210,0.47716901)(0.02502166,-0.05187472)|0.00000002|
2x14-0 |(0.41074768,0.61821997)(-0.24099508,-0.21999641)|0.00000000|
2x15-0 |(0.44602102,0.39409986)(-0.15207514,-0.27584940)|0.00000007|
2x16-0 |(0.45668423,0.77368981)(-0.01650707,-0.66384840)|0.00000005|
2x17-0 |(0.52162683,0.27309030)(-0.26024318,-0.24358384)|0.00000028|
2x18-0 |(0.24671637,0.09545243)(-0.27580655,0.02960943)|0.00000047|
3x0-0 |(0.25560778,0.40517372)(-0.15960497,-0.39855343)|0.00000001|
3x1-0 |(0.70407969,0.32418004)(0.15810052,-0.28290200)|0.00000001|
3x2-0 |(0.27268830,0.50985366)(0.00609531,-0.00261696)|0.00000000|
3x3-0 |(0.67826009,0.57687825)(0.22433996,-0.26036745)|0.00000000|
3x4-0 |(0.46090990,0.39050993)(-0.10588548,0.00004327)|0.00000000|
3x5-0 |(0.64102155,0.39544359)(0.13819194,-0.23759325)|0.00000000|
3x6-0 |(0.44882339,0.39659727)(0.10005124,-0.24790211)|0.00000000|
3x7-0 |(0.51172781,0.47636065)(0.39947477,-0.35772234)|0.00000001|
3x8-0 |(0.56933528,0.54487520)(0.52182758,-0.44143677)|0.00000002|
3x9-0 |(0.55911946,0.52645576)(0.49427631,-0.41641307)|0.00000006|
3x10-0 |(0.45195487,0.56458503)(0.48880854,-0.44057071)|0.00000002|
3x11-0 |(0.51365054,0.54871881)(0.32437855,-0.42006058)|0.00000004|
3x12-0 |(0.42396456,0.54399586)(0.19408646,-0.33034098)|0.00000003|
3x13-0 |(0.51480246,0.44903952)(0.16755228,-0.11412047)|0.00000010|
3x14-0 |(0.41349861,0.38755244)(0.15107401,-0.30622643)|0.00000003|
3x15-0 |(0.49173641,0.37495443)(-0.00308748,-0.07650251)|0.00000009|
3x16-0 |(0.56703830,0.49525446)(-0.04897176,-0.36754280)|0.00000001|
3x17-0 |(0.64395028,0.43628365)(-0.10296435,-0.15782560)|0.00000027|
3x18-0 |(0.55940223,0.68412453)(0.17247219,-0.39660615)|0.00000004|
4x0-0 |(0.44615698,0.44439915)(0.19973196,-0.58238971)|0.00000000|
4x1-0 |(0.62364268,0.63431013)(0.05709757,-0.48197800)|0.00000001|
4x2-0 |(0.24600451,0.58415276)(0.37285116,-0.26055837)|0.00000000|
4x3-0 |(0.65330935,0.65707034)(0.00774204,-0.36461163)|0.00000000|
4x4-0 |(0.51430666,0.53742969)(-0.21578211,-0.03406019)|0.00000000|
4x5-0 |(0.54421467,0.56398457)(0.28462410,-0.50296086)|0.00000000|
4x6-0 |(0.44287309,0.50975370)(0.53502560,-0.53416675)|0.00000001|
4x7-0 |(0.50967765,0.45843595)(0.77163374,-0.70998865)|0.00000001|
4x8-0 |(0.51832956,0.53070736)(0.91541678,-0.74085844)|0.00000003|
4x9-0 |(0.44072768,0.53264999)(0.94350141,-0.74545652)|0.00000026|
4x10-0 |(0.37614974,0.64389575)(0.93299001,-0.75543016)|0.00000044|
4x11-0 |(0.43404230,0.62678170)(0.73384166,-0.64714962)|0.00000034|
4x12-0 |(0.38080269,0.53602517)(0.42285222,-0.52614588)|0.00000018|
4x13-0 |(0.35667750,0.50370991)(0.33837253,-0.44330603)|0.00000004|
4x14-0 |(0.45152125,0.54074395)(0.54276806,-0.49143147)|0.00000003|
4x15-0 |(0.57916731,0.72971904)(0.14196263,-0.47688651)|0.00000046|
4x16-0 |(0.64806020,0.71620154)(0.18569323,-0.43560010)|0.00000118|
4x17-0 |(0.36062402,0.55013353)(-0.00018100,-0.23342662)|0.00000194|
4x18-0 |(0.57973230,0.38617757)(0.21623504,-0.24241503)|0.00000003|
5x0-0 |(0.54577005,0.56107235)(0.09194984,-0.38014281)|0.00000001|
5x1-0 |(0.60837507,0.51766765)(-0.04133285,-0.19210882)|0.00000052|
5x2-0 |(0.28693447,0.46350273)(0.23898116,-0.23638336)|0.00000000|
5x3-0 |(0.63936496,0.58895767)(0.49235442,-0.42979372)|0.00000000|
5x4-0 |(0.62422419,0.49733329)(0.13207588,-0.26133931)|0.00000000|
5x5-0 |(0.58001447,0.55000746)(0.45935634,-0.43789494)|0.00000011|
5x6-0 |(0.39460787,0.61277449)(0.65673023,-0.54472601)|0.00000007|
5x7-0 |(0.52555358,0.51443166)(0.80813539,-0.65151435)|0.00000004|
5x8-0 |(0.54929513,0.46845475)(0.92812681,-0.66979009)|0.00000010|
5x9-0 |(0.51955599,0.50621206)(0.87832677,-0.55565655)|0.00000051|
5x10-0 |(0.49441147,0.41676220)(0.81556034,-0.43156087)|0.00000171|
5x11-0 |(0.50710332,0.51106089)(0.64243746,-0.34224361)|0.00000272|
5x12-0 |(0.38988870,0.55216664)(0.37066600,-0.30394036)|0.00000048|
5x13-0 |(0.35874280,0.70305955)(0.33781415,-0.18011442)|0.00000018|
5x14-0 |(0.57139516,0.63470411)(0.30410084,-0.13501672)|0.00000025|
5x15-0 |(0.66266954,0.48922807)(-0.03100684,-0.06842695)|0.00000169|
5x16-0 |(0.52160776,0.59164059)(0.11169292,-0.11516745)|0.00000863|
5x17-0 |(0.33437186,0.61215854)(-0.04231695,-0.07957868)|0.00000596|
5x18-0 |(0.52618718,0.59922504)(0.17818522,-0.20047861)|0.00000004|
6x0-0 |(0.49784485,0.54627514)(-0.15809527,-0.17587885)|0.00000000|
6x1-0 |(0.57563210,0.53506404)(-0.23248148,0.04678403)|0.00000059|
6x2-0 |(0.30540884,0.70228469)(0.08797546,-0.06054478)|0.00000003|
6x3-0 |(0.59164459,0.75223273)(0.45270446,-0.33608258)|0.00000001|
6x4-0 |(0.61185503,0.68484294)(0.38080877,-0.35647982)|0.00000006|
6x5-0 |(0.56084853,0.73950452)(0.48950019,-0.59730405)|0.00000207|
6x6-0 |(0.44176736,0.71632195)(0.50864738,-0.67957038)|0.00000127|
6x7-0 |(0.44521305,0.75874782)(0.56061161,-0.69510788)|0.00000133|
6x8-0 |(0.51231229,0.68759561)(0.60220093,-0.62764776)|0.00000192|
6x9-0 |(0.39011151,0.61209786)(0.58687818,-0.50336820)|0.00000658|
6x10-0 |(0.46717826,0.57607806)(0.68894118,-0.52320284)|0.00000301|
6x11-0 |(0.47007358,0.69126278)(0.33553389,-0.41735089)|0.00000596|
6x12-0 |(0.58184129,0.68238217)(0.22625276,-0.28140187)|0.00000497|
6x13-0 |(0.38580203,0.67796803)(0.05671255,-0.14988105)|0.00000491|
6x14-0 |(0.41740295,0.71227807)(0.20344412,-0.16920109)|0.00000252|
6x15-0 |(0.73639810,0.76813382)(-0.01654559,-0.17525089)|0.00000405|
6x16-0 |(0.59627151,0.72649539)(-0.10183331,-0.20208454)|0.00010960|
6x17-0 |(0.28183520,0.51066720)(-0.10801598,-0.10336819)|0.00001759|
6x18-0 |(0.43528271,0.51067328)(0.20421225,-0.20696826)|0.00000014|
7x0-0 |(0.44948021,0.57825756)(-0.22355869,-0.14326538)|0.00000000|
7x1-0 |(0.60880816,0.59579837)(-0.24926651,0.12033777)|0.00000499|
7x2-0 |(0.39394504,0.72459167)(0.04769626,-0.08492124)|0.00000280|
7x3-0 |(0.62352943,0.75263786)(0.37369719,-0.11338177)|0.00000304|
7x4-0 |(0.88067073,0.86272055)(0.01368617,-0.23174779)|0.01873201|
7x5-0 |(0.43329990,0.86225390)(0.21261621,-0.17235154)|0.96260989|
7x6-0 |(0.16150391,0.80611372)(0.23797500,-0.17732559)|0.01760356|
7x7-0 |(0.44792610,0.68473697)(0.50188255,-0.25838119)|0.00009955|
7x8-0 |(0.64127195,0.70490807)(0.47857523,-0.24173857)|0.00004593|
7x9-0 |(0.39113808,0.87678832)(-0.18715540,-0.13518912)|0.00156074|
7x10-0 |(0.52032232,0.80768728)(0.28529325,0.00915856)|0.00006618|
7x11-0 |(0.37807804,0.71106756)(-0.36651498,0.04059838)|0.00070975|
7x12-0 |(0.63148201,0.58544928)(0.15428901,0.01412227)|0.00008642|
7x13-0 |(0.43216437,0.56852460)(0.02661866,0.00954334)|0.00006007|
7x14-0 |(0.63801467,0.59842348)(0.04971808,-0.13499311)|0.00011594|
7x15-0 |(0.75358164,0.71202832)(-0.26177815,-0.21142484)|0.00212927|
7x16-0 |(0.52023005,0.76285470)(-0.12841445,-0.16445231)|0.00988239|
7x17-0 |(0.15944359,0.77277088)(-0.27510047,-0.06174716)|0.00053807|
7x18-0 |(0.35131508,0.51246232)(0.29085609,-0.13646987)|0.00000069|
8x0-0 |(0.38492912,0.52253997)(-0.22122377,-0.11087437)|0.00000001|
8x1-0 |(0.65701199,0.43300718)(-0.18475926,0.09066641)|0.00000708|
8x2-0 |(0.40347964,0.41246414)(0.05258299,-0.12432295)|0.00000179|
8x3-0 |(0.59155798,0.31420711)(0.32855684,-0.32077700)|0.00000110|
8x4-0 |(0.86582303,0.10198862)(-0.08516877,-0.20841689)|0.00695044|
8x5-0 |(0.48703799,0.07413689)(0.18241031,-0.12405273)|0.58126628|
8x6-0 |(0.31978190,0.35278684)(0.11144967,-0.22604410)|0.00151613|
8x7-0 |(0.44684687,0.90762150)(-0.01835540,-0.30230016)|0.08551954|
8x8-0 |(0.57433748,0.46268752)(0.62202781,-0.19217844)|0.00010519|
8x9-0 |(0.54106766,0.18166293)(0.03703565,-0.14701580)|0.00228782|
8x10-0 |(0.35556215,0.32114255)(0.36916786,-0.12629494)|0.00016015|
8x11-0 |(0.42743066,0.23338065)(-0.03319580,0.00655601)|0.00011491|
8x12-0 |(0.73638427,0.51061982)(0.06560113,0.05686761)|0.00011637|
8x13-0 |(0.67971456,0.73867035)(-0.20774251,-0.04558743)|0.00099192|
8x14-0 |(0.37811503,0.79900980)(-0.01236635,-0.14243962)|0.00273078|
8x15-0 |(0.65389913,0.54055244)(-0.10635526,-0.10433319)|0.00103131|
8x16-0 |(0.66317910,0.45123890)(-0.15679726,-0.17158771)|0.11605190|
8x17-0 |(0.11230926,0.42662647)(-0.31244594,-0.22311921)|0.02745560|
8x18-0 |(0.31498364,0.52704102)(0.35990694,-0.27730143)|0.00000172|
9x0-0 |(0.39838225,0.52497464)(-0.08653498,-0.20735638)|0.00000001|
9x1-0 |(0.75853306,0.64086121)(-0.14713046,-0.11445932)|0.00001466|
9x2-0 |(0.46490699,0.84414065)(-0.11543111,-0.32213151)|0.00006260|
9x3-0 |(0.45787206,0.81294399)(0.09351082,-0.39429832)|0.00000920|
9x4-0 |(0.57268369,0.70617384)(0.01759284,-0.27569216)|0.00007089|
9x5-0 |(0.56675148,0.50083351)(0.41740838,-0.23935480)|0.00039820|
9x6-0 |(0.75253689,0.37736905)(0.35681093,-0.24227412)|0.00654907|
9x7-0 |(0.49864483,0.29899085)(-0.15870675,-0.20969622)|0.99885201|
9x8-0 |(0.29072842,0.49647155)(0.56221330,-0.19271000)|0.00322318|
9x9-0 |(0.58387381,0.64752114)(0.96362972,-0.14514937)|0.00151757|
9x10-0 |(0.41780847,0.48948592)(0.65664214,-0.32963300)|0.00027021|
9x11-0 |(0.53587270,0.63347131)(0.17951080,-0.26580209)|0.00016887|
9x12-0 |(0.53393370,0.42885518)(0.15490058,-0.02845979)|0.00007094|
9x13-0 |(0.83262378,0.28426033)(0.00991214,0.15787321)|0.00069621|
9x14-0 |(0.50122249,0.49405009)(0.01481561,0.26807511)|0.25368452|
9x15-0 |(0.30364534,0.33115008)(0.10284800,0.04493640)|0.00160119|
9x16-0 |(0.49799404,0.19300555)(-0.12057353,0.08859700)|0.00303421|
9x17-0 |(0.19960123,0.22188422)(-0.23060352,0.14358264)|0.00023059|
9x18-0 |(0.49743974,0.42006233)(0.28536564,-0.16810158)|0.00000052|
10x0-0 |(0.41950855,0.56398857)(-0.28720182,-0.19023922)|0.00000011|
10x1-0 |(0.71410906,0.52947134)(-0.18775311,0.08091111)|0.00002315|
10x2-0 |(0.46049449,0.34296364)(-0.20416194,0.07010134)|0.00013783|
10x3-0 |(0.37598145,0.35854623)(0.11572220,0.10793856)|0.00001785|
10x4-0 |(0.51254749,0.21519004)(0.12240691,-0.03012151)|0.00001840|
10x5-0 |(0.64609599,0.19652112)(0.86369389,-0.25244939)|0.00010431|
10x6-0 |(0.62950283,0.23927575)(0.88676065,-0.33637136)|0.00033306|
10x7-0 |(0.58368355,0.41642621)(0.93904066,-0.31537688)|0.00048202|
10x8-0 |(0.53663981,0.36712039)(1.09647417,-0.37292761)|0.00020321|
10x9-0 |(0.58554405,0.29109785)(0.75178540,-0.22566895)|0.00062601|
10x10-0 |(0.37023589,0.26858154)(0.72213322,-0.04592778)|0.00027336|
10x11-0 |(0.60760677,0.37887099)(-0.04494766,0.05760073)|0.00041168|
10x12-0 |(0.36478120,0.53967673)(-0.06418739,0.03621344)|0.00010938|
10x13-0 |(0.83545518,0.71224099)(-0.00666189,0.14539964)|0.00023947|
10x14-0 |(0.38110980,0.51585025)(-0.02844126,0.24792969)|0.07702217|
10x15-0 |(0.27923521,0.50837207)(0.07284169,0.04153161)|0.00006773|
10x16-0 |(0.38352221,0.41812193)(-0.22560474,-0.02861185)|0.00031507|
10x17-0 |(0.30411983,0.47838286)(-0.20906696,0.06433526)|0.00002444|
10x18-0 |(0.48494077,0.42121094)(0.15129597,-0.08502331)|0.00000028|
11x0-0 |(0.49931738,0.59235317)(-0.27237591,0.18010588)|0.00000049|
11x1-0 |(0.51190764,0.48281148)(-0.18979821,0.35228145)|0.00002261|
11x2-0 |(0.38110897,0.25149018)(-0.14630809,0.16449308)|0.00000351|
11x3-0 |(0.41780373,0.28344512)(0.04551085,-0.04770438)|0.00000026|
11x4-0 |(0.64738697,0.38536215)(-0.06369676,-0.18285888)|0.00000083|
11x5-0 |(0.60701400,0.31418994)(0.40825090,-0.17504619)|0.00000326|
11x6-0 |(0.56754011,0.26971531)(0.51353192,-0.22302164)|0.00000778|
