0x0-0|(0.00336716,0.00290232)(0.00678644,0.01181981)|0.00000057|
0x1-0|(0.02124640,0.00095006)(0.01775573,0.00415982)|0.00000024|
0x2-0|(0.03456309,0.00225607)(0.02553652,0.00252602)|0.00000009|
0x3-0|(0.04937119,0.00248131)(0.02881587,0.00310755)|0.00000010|
0x4-0|(0.06143015,0.00544867)(0.02163671,0.00338392)|0.00000013|
0x5-0|(0.07311684,0.00372870)(0.03691297,0.00386373)|0.00000014|
0x6-0|(0.08611356,0.00168480)(0.04284959,0.00382062)|0.00000002|
0x7-0|(0.09892612,0.00138566)(0.04535157,0.00361774)|0.00000027|
0x8-0|(0.11115005,0.00108770)(0.05065826,0.00277774)|0.00000043|
0x9-0|(0.12392551,0.00127785)(0.05443840,0.00321159)|0.00000039|
0x10-0|(0.13740756,0.00115388)(0.06190924,0.00319865)|0.00000021|
0x11-0|(0.15058859,0.00125467)(0.06151639,0.00331888)|0.00000014|
0x12-0|(0.16393679,0.00118672)(0.05998707,0.00312477)|0.00000010|
0x13-0|(0.17739268,0.00126965)(0.04672227,0.00340042)|0.00000023|
0x14-0|(0.19054292,0.00119423)(0.03690456,0.00354579)|0.00000038|
0x15-0|(0.20371418,0.00097141)(0.03050712,0.00330287)|0.00000025|
0x16-0|(0.21688113,0.00077993)(0.02823331,0.00291072)|0.00000021|
0x17-0|(0.22997186,0.00072255)(0.02612709,0.00268186)|0.00000018|
0x18-0|(0.24328819,0.00068391)(0.02543135,0.00259715)|0.00000022|
0x19-0|(0.25639731,0.00068359)(0.02509697,0.00256233)|0.00000022|
0x20-0|(0.26967660,0.00068077)(0.02565132,0.00255628)|0.00000025|
0x21-0|(0.28287509,0.00069919)(0.02787423,0.00248913)|0.00000019|
0x22-0|(0.29615101,0.00073053)(0.03111708,0.00238229)|0.00000010|
0x23-0|(0.30944911,0.00073469)(0.03654476,0.00236752)|0.00000006|
0x24-0|(0.32246679,0.00073099)(0.04122337,0.00240734)|0.00000003|
0x25-0|(0.33564204,0.00069689)(0.04289918,0.00235342)|0.00000002|
0x26-0|(0.34890461,0.00071701)(0.04311609,0.00237031)|0.00000002|
0x27-0|(0.36205450,0.00071738)(0.04425543,0.00229707)|0.00000002|
0x28-0|(0.37539551,0.00069453)(0.04512153,0.00218768)|0.00000002|
0x29-0|(0.38854876,0.00071893)(0.04706861,0.00209428)|0.00000003|
0x30-0|(0.40166411,0.00076274)(0.04742266,0.00210700)|0.00000003|
0x31-0|(0.41484591,0.00079234)(0.04776829,0.00214627)|0.00000002|
0x32-0|(0.42800418,0.00083397)(0.04680902,0.00230093)|0.00000002|
0x33-0|(0.44109249,0.00079260)(0.04767527,0.00250720)|0.00000002|
0x34-0|(0.45419744,0.00081748)(0.04854597,0.00264940)|0.00000002|
0x35-0|(0.46733069,0.00078629)(0.04871173,0.00274300)|0.00000003|
0x36-0|(0.48044169,0.00079524)(0.04872909,0.00281421)|0.00000004|
0x37-0|(0.49359331,0.00078792)(0.04888730,0.00283250)|0.00000005|
0x38-0|(0.50674975,0.00079989)(0.04856006,0.00284553)|0.00000006|
0x39-0|(0.51989287,0.00080948)(0.04819908,0.00286174)|0.00000007|
0x40-0|(0.53307199,0.00080811)(0.04763052,0.00287307)|0.00000006|
0x41-0|(0.54618722,0.00080660)(0.04749830,0.00287270)|0.00000006|
0x42-0|(0.55938321,0.00079885)(0.04696893,0.00285163)|0.00000005|
0x43-0|(0.57252854,0.00080643)(0.04680697,0.00286412)|0.00000006|
0x44-0|(0.58570379,0.00082544)(0.04649587,0.00287899)|0.00000006|
0x45-0|(0.59884888,0.00086229)(0.04768017,0.00289049)|0.00000007|
0x46-0|(0.61202949,0.00092013)(0.04902495,0.00294081)|0.00000009|
0x47-0|(0.62516975,0.00097437)(0.05135576,0.00299272)|0.00000011|
0x48-0|(0.63834810,0.00108268)(0.05199207,0.00318228)|0.00000014|
0x49-0|(0.65152436,0.00117235)(0.05349107,0.00324841)|0.00000017|
0x50-0|(0.66478443,0.00123704)(0.05336935,0.00339398)|0.00000015|
0x51-0|(0.67792243,0.00127213)(0.05523435,0.00330216)|0.00000013|
0x52-0|(0.69115365,0.00130176)(0.05893668,0.00321930)|0.00000010|
0x53-0|(0.70430547,0.00133101)(0.06851770,0.00298345)|0.00000008|
0x54-0|(0.71757221,0.00137672)(0.07978399,0.00276960)|0.00000007|
0x55-0|(0.73062944,0.00137316)(0.09023409,0.00257770)|0.00000007|
0x56-0|(0.74385583,0.00141121)(0.09285627,0.00250866)|0.00000006|
0x57-0|(0.75695348,0.00136912)(0.09374392,0.00260854)|0.00000007|
0x58-0|(0.77013534,0.00135733)(0.09165546,0.00268935)|0.00000007|
0x59-0|(0.78328633,0.00134431)(0.08782322,0.00279623)|0.00000006|
0x60-0|(0.79642057,0.00124523)(0.09082862,0.00282220)|0.00000005|
